id;siglaTipo;numero;ano;eco_score_neural
2618416;PDL;264;2026;58.977657
2618415;REQ;2352;2026;54.900627
2618223;DOC;621;2026;19.020561
2618414;REQ;2351;2026;54.713676
2618413;SUG;18;2026;52.089405
2618412;SUG;17;2026;63.890182
2618411;SUG;16;2026;55.310207
2618410;SUG;15;2026;53.2064
2618409;SUG;14;2026;56.477844
2618408;SUG;13;2026;64.95781
2618407;SBT;1;0;54.701244
2618406;PRL;1;0;43.062088
2618405;REQ;37;2026;61.69877
2618404;PRL;1;0;41.91959
2618403;RIC;1007;2026;53.676826
2618402;REQ;2350;2026;54.370296
2618401;REQ;2349;2026;54.069798
2618400;RIC;1006;2026;58.992897
2618399;REQ;2348;2026;53.643383
2618398;REQ;2347;2026;54.786026
2618397;REQ;2346;2026;54.377705
2618396;REQ;2345;2026;61.09472
2618395;REQ;2344;2026;53.84971
2618394;PRL;1;0;49.999332
2618393;PRL;1;0;45.929333
2618392;PRL;3;0;54.420326
2618391;REQ;17;2026;65.47208
2618390;REQ;16;2026;56.48086
2618389;INC;621;2026;55.473732
2618388;REQ;2343;2026;48.241814
2618387;SBT;1;0;56.97812
2618386;SBT;1;0;61.670536
2618385;PRL;1;0;51.24835
2618384;PRL;1;0;50.43886
2618383;SBR;2;0;19.020561
2618382;SBR;1;0;19.020561
2618381;SBR;1;0;19.020561
2618380;PRL;1;0;44.24133
2618379;ATA;62;2026;42.88677
2618378;PRL;1;0;60.094868
2618377;ATA;62;2026;42.88677
2618376;PL;1974;2026;56.56854
2618375;RIC;1005;2026;56.228966
2618374;PRL;3;0;39.01399
2618373;PRL;1;0;43.195076
2618372;PRL;1;0;50.866043
2618371;SBT;1;0;53.960007
2618370;PRL;1;0;44.026375
2618369;DOC;627;2026;19.020561
2618368;PL;1973;2026;53.529335
2618367;REQ;18;2026;64.41553
2618366;SBT;2;0;57.958366
2618365;PRL;2;0;56.088478
2618364;RIC;1004;2026;57.503273
2618363;REQ;186;2026;56.82266
2618362;RIC;1003;2026;56.364296
2618361;PRLP;1;0;59.909653
2618360;PL;1972;2026;54.62886
2618359;REQ;185;2026;56.796
2618358;PL;1971;2026;57.205505
2618357;RIC;1002;2026;53.38071
2618356;REQ;2342;2026;54.007446
2618355;RDF;1;0;46.812477
2618354;RDF;1;0;45.471703
2618353;REQ;2341;2026;53.425514
2618352;RDF;1;0;44.191723
2618351;RDF;1;0;45.13217
2618350;RIC;1001;2026;65.602196
2618349;REQ;18;2026;59.156586
2618348;RDF;1;0;40.77834
2618347;SBT;2;0;57.958378
2618346;RDF;1;0;45.817467
2618345;RDF;1;0;44.9224
2618344;RDF;1;0;45.001083
2618343;RDF;1;0;45.465622
2618342;RDF;1;0;41.940857
2618341;REQ;2340;2026;54.25341
2618340;RDF;1;0;41.667088
2618339;RDF;1;0;42.730824
2618338;REQ;2339;2026;54.108692
2618335;RDF;1;0;44.674843
2618334;PRL;2;0;54.451786
2618333;RDF;1;0;41.977974
2618332;RDF;1;0;45.179863
2618331;REQ;2338;2026;54.986645
2618330;RDF;1;0;43.818455
2618329;RDF;1;0;41.632645
2618328;RDF;1;0;42.572407
2618327;RDF;2;0;45.50044
2618325;RDF;1;0;42.543934
2618324;RDF;1;0;45.53059
2618323;RDF;1;0;45.18951
2618322;RDF;1;0;44.54525
2618321;REQ;2337;2026;58.19041
2618320;PRL;1;0;45.089973
2618319;REQ;36;2026;70.71998
2618318;REQ;36;2026;52.613567
2618317;PRL;1;0;41.91959
2618316;EMR;2;0;50.71084
2618315;EMR;1;0;50.71084
2618314;PRL;1;0;47.63394
2618313;PL;1970;2026;51.85622
2618312;PRL;1;0;43.31796
2618311;REQ;2336;2026;59.541286
2618310;REQ;2335;2026;51.981117
2618309;REQ;22;2026;59.149467
2618308;RIC;1000;2026;54.82738
2618307;SBT;3;0;60.26423
2618306;PRL;3;0;42.987095
2618305;RIC;999;2026;57.69928
2618304;PL;1969;2026;56.743813
2618303;REQ;2334;2026;53.667294
2618302;REQ;2333;2026;55.64122
2618301;SBT;3;0;58.46494
2618300;INC;620;2026;55.027473
2618299;PARF;1;0;46.529697
2618298;REQ;2332;2026;53.469025
2618297;PRL;3;0;44.639175
2618296;ATA;61;2026;37.157978
2618295;ATA;59;2026;36.91362
2618294;ATA;56;2026;37.746475
2618293;ATA;55;2026;40.83388
2618292;ATA;61;2026;37.157978
2618291;ATA;59;2026;36.91362
2618290;RDF;1;0;44.63676
2618289;ATA;56;2026;37.746475
2618288;ATA;55;2026;40.83388
2618287;SBT-A;1;0;46.3422
2618286;PAR;1;0;48.993504
2618285;REQ;18;2026;65.33104
2618284;SBT;1;0;54.180145
2618283;PRL;3;0;44.16063
2618282;REQ;119;2026;59.53306
2618281;PRLP;2;0;56.37062
2618280;REQ;184;2026;59.81563
2618279;DOC;626;2026;19.020561
2618278;REQ;2331;2026;52.307762
2618277;REQ;2330;2026;59.590458
2618276;REQ;2329;2026;51.981117
2618098;EMR;1;0;19.020561
2618275;RIC;998;2026;57.8438
2618274;INC;619;2026;58.499058
2618273;INC;618;2026;58.34861
2618272;SBT;1;0;62.710117
2618271;PRL;1;0;57.24588
2618270;REQ;33;2026;59.840977
2618269;PRL;1;0;43.195076
2618268;REQ;35;2026;57.515644
2618267;SBT;1;0;57.759125
2618266;PRL;1;0;43.316864
2618265;DOC;625;2026;19.020561
2618264;PRL;1;0;51.4415
2618263;PRL;2;0;49.340267
2618262;SBT;1;0;51.551067
2618261;REQ;23;2026;64.41553
2618260;EMC-A;2;0;43.26569
2618259;EMC-A;1;0;43.26569
2618258;SBT;4;0;46.450813
2618257;PRL;4;0;46.46724
2618256;PRL;1;0;51.609547
2618255;EMC-A;1;0;44.45023
2618254;PAR;1;0;47.18786
2618253;SBT;1;0;54.013943
2618252;PRL;1;0;44.644375
2618251;PRL;1;0;43.785175
2618250;DOC;624;2026;19.020561
2618249;SBT;1;0;61.18715
2618248;PRL;1;0;44.644375
2618247;PRL;1;0;43.785175
2618246;SBT;1;0;54.862583
2618245;REQ;62;2026;63.726852
2618244;PRL;1;0;53.855644
2618243;REQ;27;2026;56.8308
2618242;PRL;2;0;48.72587
2618241;REQ;61;2026;61.133774
2618240;PRL;1;0;51.158905
2618239;REQ;2328;2026;52.625835
2618238;SBT;3;0;46.450813
2618237;REQ;2327;2026;51.981117
2618236;REQ;2326;2026;46.968956
2618235;PRL;4;0;46.450813
2618234;PL;1967;2026;58.30096
2618233;RIC;997;2026;52.947895
2618232;REQ;2325;2026;50.261604
2618231;REQ;2324;2026;59.709133
2618230;RIC;996;2026;60.283535
2618229;PL;1966;2026;54.844986
2618228;REQ;60;2026;60.215473
2618227;PRL;1;0;53.461967
2618226;REQ;183;2026;54.088093
2618225;DOC;623;2026;19.020561
2618222;RIC;995;2026;60.070652
2618221;REQ;2323;2026;53.67634
2618220;INC;617;2026;57.581985
2618219;INC;616;2026;53.36341
2618218;REQ;2322;2026;52.788727
2618217;SBT;1;0;55.175636
2618216;PRL;1;0;53.40928
2618215;SBT;1;0;60.970806
2618214;RDF;1;0;40.95443
2618213;PRL;1;0;52.70675
2618212;RIC;994;2026;60.444992
2618211;PL;1965;2026;50.674034
2618210;EMR;2;0;58.62472
2618209;RDF;1;0;41.974648
2618208;SBT;2;0;19.020561
2618207;SBT;1;0;62.921734
2618206;PRL;2;0;45.9665
2618205;PRL;1;0;53.790455
2618204;PRL;1;0;45.9665
2618203;RIC;993;2026;59.15828
2618202;REQ;2;2026;58.555977
2618200;PRL;1;0;43.97267
2618199;PL;1964;2026;58.72501
2618198;PL;1963;2026;64.57623
2618197;RDF;1;0;41.885464
2618097;DOC;618;2026;19.020561
2618196;PL;1962;2026;58.74777
2618195;REQ;118;2026;58.69557
2618194;REQ;31;2026;55.538704
2618193;PRL;1;0;41.91959
2618192;REQ;2321;2026;58.66546
2618191;SBR;1;0;58.99444
2618190;PRL;1;0;44.248997
2618189;PRL;1;0;44.248997
2618188;PRL;1;0;44.248997
2618187;REQ;2320;2026;59.03777
2618186;PRL;1;0;44.248997
2618185;PRL;1;0;44.248997
2618184;REQ;2319;2026;50.723957
2618183;PRL;1;0;49.75274
2618182;RDF;1;0;41.584923
2618181;PRL;2;0;55.741077
2618180;PL;1961;2026;60.842957
2618179;RDF;1;0;42.141125
2618178;PRL;1;0;42.819824
2618177;PLP;114;2026;64.73391
2618176;REQ;2318;2026;57.714928
2618175;REQ;2317;2026;58.66546
2618174;RIC;992;2026;59.572018
2618173;REQ;2316;2026;51.981117
2618172;PRL;1;0;50.866055
2618171;REQ;2315;2026;56.88312
2618170;REQ;2314;2026;54.379684
2618169;REQ;2313;2026;59.615623
2618168;REQ;2312;2026;53.480106
2618167;SBT;1;0;59.481396
2618166;PRL;2;0;45.9665
2618165;PL;1960;2026;60.224457
2618164;REQ;2311;2026;50.910778
2618163;REQ;2310;2026;58.92739
2618162;REQ;2309;2026;53.97622
2618161;REQ;2308;2026;53.601776
2618160;REQ;2307;2026;60.215473
2618159;INC;615;2026;59.73459
2618158;RIC;991;2026;63.726868
2618157;RIC;990;2026;61.133766
2618156;REQ;2306;2026;54.04879
2618155;INC;614;2026;61.086178
2618154;SIT;25;2026;65.455475
2618153;REQ;2305;2026;48.75295
2618152;REQ;2304;2026;54.733665
2618151;REQ;2303;2026;49.198563
2618150;PL;1959;2026;54.212517
2618149;PL;1958;2026;62.850773
2618148;REQ;2302;2026;52.122295
2618147;PL;1957;2026;59.001305
2618146;PL;1956;2026;60.472214
2618145;REQ;2301;2026;53.875107
2618144;REQ;2300;2026;49.214935
2618143;PL;1955;2026;58.32776
2618142;REQ;2299;2026;50.73168
2618141;REQ;2298;2026;53.546112
2618140;DOC;620;2026;19.020561
2618139;REQ;2297;2026;53.580254
2618138;REQ;2296;2026;54.37802
2618137;REQ;2295;2026;58.690037
2618136;INC;613;2026;58.13101
2618135;REQ;2294;2026;50.63676
2618134;REQ;2293;2026;51.956493
2618133;REQ;2292;2026;49.29873
2618132;REQ;2291;2026;54.346893
2618131;REQ;2290;2026;49.382668
2618130;RDF;1;0;40.94875
2618129;RIC;989;2026;60.899605
2618128;REQ;2289;2026;54.154205
2618127;PL;1953;2026;57.030327
2618126;REQ;2288;2026;53.454697
2618125;PL;1952;2026;60.67804
2618096;PRL;2;0;44.389072
2618124;REQ;2287;2026;51.714867
2618123;REQ;2286;2026;53.65751
2618122;DOC;619;2026;19.020561
2618121;REQ;2285;2026;49.481705
2618120;REQ;2284;2026;50.435257
2618119;REQ;2283;2026;50.246418
2618118;REQ;35;2026;64.012276
2618117;REQ;2282;2026;52.40791
2618116;PL;1951;2026;58.417366
2618115;RIC;988;2026;65.47616
2618114;REQ;2281;2026;49.93893
2618113;REQ;2280;2026;50.914894
2618112;PRL;1;0;42.668274
2618111;SBT;1;0;55.753315
2618110;REQ;2279;2026;49.69935
2618109;REQ;2278;2026;49.88195
2618108;PRL;1;0;45.226418
2618107;REQ;15;2026;51.450302
2618106;REQ;2277;2026;58.799232
2618105;REQ;2276;2026;50.57273
2618104;REQ;2275;2026;54.784264
2618103;REQ;2274;2026;49.27212
2618102;REQ;2273;2026;49.4551
2618101;REQ;2272;2026;50.29773
2618100;SBR;1;0;19.020561
2618099;EMR;2;0;19.020561
2618095;REQ;182;2026;49.57744
2618094;DOC;617;2026;19.020561
2618093;SBT;1;0;58.171608
2618092;PRL;1;0;44.502346
2618091;RIC;987;2026;63.14247
2618090;INC;612;2026;57.610344
2618089;RIC;986;2026;60.92862
2618088;RIC;985;2026;60.735268
2618087;PL;1950;2026;59.262836
2618086;PL;1949;2026;60.024666
2618085;DOC;616;2026;19.020561
2618084;PLP;113;2026;54.931248
2618083;PL;1948;2026;58.072693
2618082;PRL;1;0;54.009773
2618081;EMR;1;0;65.25445
2618080;PRL;1;0;45.52819
2618079;REQ;2271;2026;58.92739
2618078;PRL;1;0;47.696594
2618077;PL;1947;2026;55.177284
2618076;PL;1946;2026;52.622425
2618075;REQ;59;2026;57.71884
2618074;PLP;112;2026;59.657894
2618073;REQ;2270;2026;58.871468
2618072;REQ;2269;2026;59.091724
2618071;REQ;2268;2026;50.66434
2618070;REQ;117;2026;52.548717
2618069;EMR;3;0;53.92977
2618068;EMR;2;0;53.92977
2618067;EMR;1;0;53.92977
2618066;REQ;2267;2026;59.941864
2618065;PRL;1;0;52.028942
2618064;REQ;2266;2026;59.74161
2618063;PRL;1;0;50.407265
2618062;DOC;615;2026;19.020561
2618061;DOC;614;2026;19.020561
2618060;EMR;1;0;58.360756
2618059;PRL;1;0;45.646786
2618058;DOC;613;2026;19.020561
2618057;DOC;612;2026;19.020561
2618056;DOC;611;2026;19.020561
2618055;SBT;1;0;59.853386
2618054;PRL;1;0;45.54634
2618053;PL;1945;2026;57.981525
2618052;INC;611;2026;60.74857
2618051;DOC;610;2026;19.020561
2618050;REQ;2265;2026;52.266277
2618049;DOC;609;2026;19.020561
2618048;REQ;34;2026;47.415157
2603513;PL;616;2026;51.30645
2618047;PL;1944;2026;54.109627
2618046;REQ;2264;2026;51.981117
2618045;REQ;116;2026;62.065006
2618044;REQ;2263;2026;52.648235
2618043;REQ;115;2026;64.822
2618042;REQ;114;2026;60.142742
2618041;PRL;1;0;54.467754
2618040;REQ;113;2026;60.677402
2618039;SBT;1;0;58.005695
2618038;PL;1943;2026;65.10781
2618037;DOC;608;2026;19.020561
2618036;PPP;1;0;58.64377
2618035;DOC;429;2026;54.531223
2618034;SBT;1;0;19.020561
2618033;REQ;2262;2026;59.94187
2618032;RIC;984;2026;54.787422
2618031;PRLP;2;0;60.78323
2618030;SBR;2;0;19.020561
2618029;PRL;1;0;58.005703
2618027;PL;1942;2026;64.37829
2618025;SBR;1;0;46.282623
2618024;SBT;1;0;46.282623
2618023;DOC;607;2026;19.020561
2618022;SBR;2;0;53.940018
2618021;REQ;2261;2026;59.15344
2618020;REQ;2260;2026;53.880352
2618019;REQ;2259;2026;51.981117
2618018;REQ;2258;2026;50.272064
2618017;REQ;2257;2026;50.215973
2618016;REQ;2256;2026;53.38101
2618015;REQ;181;2026;53.051464
2618014;REQ;180;2026;53.213238
2618013;REQ;2255;2026;49.910397
2618012;PRL;1;0;51.83864
2618011;REQ;2254;2026;49.702953
2618010;REQ;2253;2026;53.38101
2618009;REQ;2252;2026;50.458073
2618007;DOC;606;2026;19.020561
2618006;REQ;2251;2026;49.118256
2618003;SBT;1;0;56.029175
2618002;PRL;1;0;50.49889
2618000;DOC;605;2026;19.020561
2617999;DOC;604;2026;19.020561
2617997;PRL;1;0;41.559772
2617996;REQ;2250;2026;50.73562
2617995;PL;1940;2026;61.998905
2617994;REQ;2249;2026;49.72133
2617993;REQ;2248;2026;51.981117
2617992;REQ;2247;2026;50.278854
2617991;SBT;1;0;55.819466
2617990;REQ;2246;2026;49.924004
2617989;REQ;2245;2026;49.864895
2617988;PRL;1;0;46.512936
2617987;REQ;2244;2026;48.67018
2617986;REQ;2243;2026;56.899334
2617985;REQ;2242;2026;50.723965
2617984;REQ;2241;2026;50.493336
2617983;REQ;2240;2026;50.011055
2617982;REQ;2239;2026;53.27264
2617981;REQ;2238;2026;49.854927
2617980;REQ;2237;2026;52.876587
2617979;EMC;8;2026;65.51386
2617978;EMC;7;2026;65.51386
2617977;PRL;1;0;42.510056
2617976;DOC;603;2026;19.020561
2617975;REQ;179;2026;59.54896
2617974;REQ;2236;2026;59.590454
2617973;EMC;6;2026;65.51386
2617972;REQ;1;2026;58.851433
2617971;EMC;5;2026;65.51386
2617970;REQ;13;2026;52.78542
2600135;PL;71;2026;54.61747
2600151;PL;80;2026;54.431034
2617969;EMC;4;2026;65.51386
2617968;REQ;2235;2026;51.981117
2617967;EMC;3;2026;65.51386
2617966;PRL;1;0;57.07552
2617965;REQ;178;2026;54.80478
2617964;REQ;177;2026;63.040054
2617963;PRL;1;0;47.500526
2617962;PRL;1;0;43.770554
2617961;REQ;2234;2026;60.308147
2617960;SBT;1;0;54.79549
2617959;DOC;602;2026;19.020561
2617958;PRL;1;0;46.51293
2617957;PL;1939;2026;64.28078
2617956;DOC;601;2026;19.020561
2617955;PRL;1;0;41.038292
2617954;REQ;58;2026;56.69139
2617953;SSP;1;0;19.020561
2617952;PPP;1;0;58.94909
2617951;SBT;1;0;19.020561
2617950;SSP;1;0;19.020561
2617949;SBT;1;0;19.020561
2617948;PEP;1;0;60.636772
2617947;PRL;1;0;51.04206
2603479;PL;601;2026;49.781498
2617946;PPP;1;0;60.166718
2617945;PRLE;1;0;60.55792
2617944;RPD;17;0;32.94847
2617943;RPD;16;0;32.94847
2617942;RPD;15;0;45.677956
2600141;PL;75;2026;60.069145
2600150;PL;79;2026;62.902176
2600149;PL;78;2026;54.975414
2600178;PL;94;2026;57.809746
2600154;PL;83;2026;61.539303
2600159;PL;87;2026;58.250595
2600157;PL;86;2026;59.439777
2600177;PLP;4;2026;57.486187
2600164;PL;90;2026;53.31577
2600175;PLP;3;2026;59.139526
2600170;PL;93;2026;59.34146
2600184;PL;97;2026;51.529175
2599888;MPV;1333;2026;60.428448
2599938;PL;5;2026;54.1307
2599937;PL;4;2026;56.37879
2599994;PLP;2;2026;57.51372
2599947;PL;8;2026;60.019814
2599993;PL;12;2026;58.813942
2599992;PL;11;2026;49.9298
2600049;PL;28;2026;58.500637
2600002;PL;15;2026;59.261154
2600015;PL;19;2026;57.826996
2600008;PL;18;2026;52.705235
2600048;PL;27;2026;60.195435
2600024;PL;22;2026;51.474583
2600031;PL;26;2026;61.83936
2600029;PL;25;2026;59.347355
2600116;PL;60;2026;56.625355
2600073;PL;31;2026;61.033585
2600078;PL;35;2026;62.359695
2600077;PL;34;2026;58.067097
2600092;PL;43;2026;52.974678
2600084;PL;38;2026;53.330376
2600090;PL;42;2026;54.565685
2600089;PL;41;2026;58.952385
2600110;PL;59;2026;61.838818
2600118;PL;62;2026;47.515755
2600096;PL;46;2026;59.522865
2600100;PL;50;2026;57.559418
2600099;PL;49;2026;61.62715
2600109;PL;58;2026;62.602753
2600104;PL;53;2026;58.461792
2600108;PL;57;2026;61.379223
2600107;PL;56;2026;63.52877
2600183;PL;96;2026;55.21894
2600119;PL;63;2026;60.862946
2600124;PL;67;2026;57.173656
2600123;PL;66;2026;62.319
2600136;PL;72;2026;65.070984
2599885;PL;1;2026;57.914017
2599928;MPV;1334;2026;54.27894
2599939;PL;6;2026;57.257557
2600065;PL;30;2026;60.82417
2600120;PL;64;2026;64.197044
2600153;PL;82;2026;59.094173
2599998;PL;13;2026;49.889492
2600000;PL;14;2026;62.14141
2600117;PL;61;2026;55.627205
2600075;PL;32;2026;58.940254
2600095;PL;45;2026;59.71242
2600127;PL;68;2026;54.22654
2600140;PL;74;2026;55.25485
2600155;PL;84;2026;57.674538
2600163;PL;89;2026;52.118366
2600055;PL;29;2026;58.38514
2599940;PL;7;2026;56.033897
2600004;PL;16;2026;66.065796
2600021;PL;21;2026;59.369648
2600082;PL;36;2026;60.276352
2600083;PL;37;2026;60.720802
2600097;PL;47;2026;53.469776
2600103;PL;52;2026;63.508736
2600137;PL;73;2026;54.536892
2600131;PL;69;2026;59.116066
2600142;PL;76;2026;55.792046
2600143;PL;77;2026;60.11024
2600161;PL;88;2026;57.89435
2600156;PL;85;2026;49.616913
2600166;PL;91;2026;62.07944
2600167;PL;92;2026;59.66052
2599930;MPV;1335;2026;59.871143
2599959;PL;9;2026;61.08476
2599960;PL;10;2026;60.519386
2600019;PL;20;2026;57.41858
2600006;PL;17;2026;59.126186
2600025;PL;23;2026;56.517284
2600028;PL;24;2026;62.15104
2600093;PL;44;2026;55.017757
2600076;PL;33;2026;56.892467
2600085;PL;39;2026;59.264015
2600088;PL;40;2026;59.157074
2600101;PL;51;2026;59.863968
2600098;PL;48;2026;57.965153
2600105;PL;54;2026;60.17973
2600106;PL;55;2026;61.03024
2600152;PL;81;2026;50.528343
2600121;PL;65;2026;56.18468
2600132;PL;70;2026;55.174946
2600322;PL;142;2026;56.133503
2600305;PL;133;2026;58.43087
2600342;PL;162;2026;53.542835
2600364;PL;165;2026;65.21852
2600260;PL;114;2026;62.227386
2600235;PL;109;2026;55.8884
2600188;PL;99;2026;60.422535
2600187;PL;98;2026;60.446663
2600605;PLP;8;2026;55.103504
2600562;PL;203;2026;52.0082
2600470;PL;192;2026;55.028706
2600466;PL;191;2026;57.073307
2600422;PL;174;2026;59.06242
2600321;PL;141;2026;54.171013
2600320;PL;140;2026;64.05057
2600224;PL;107;2026;60.420555
2600558;PL;201;2026;61.348038
2600461;PL;187;2026;60.24187
2600343;PL;163;2026;52.823414
2600304;PL;132;2026;57.14956
2600451;PL;185;2026;56.84295
2600299;PL;128;2026;56.067974
2600297;PL;126;2026;53.35247
2600324;PL;144;2026;55.442272
2600314;PL;136;2026;52.756393
2600307;PL;135;2026;58.05488
2600300;PL;129;2026;58.165222
2600450;PL;184;2026;58.47832
2600263;PLP;5;2026;45.821594
2600262;PL;116;2026;59.592854
2600236;PL;110;2026;56.3788
2600256;PL;113;2026;60.58109
2600197;PL;102;2026;60.50199
2600196;PL;101;2026;54.97542
2600222;PL;106;2026;55.716152
2600296;PL;125;2026;58.675312
2600611;PL;210;2026;57.440113
2600608;PL;209;2026;60.508812
2600563;PL;204;2026;53.614735
2600604;PL;207;2026;58.057606
2600497;PL;195;2026;53.135204
2600494;PL;194;2026;58.649635
2600462;PL;188;2026;62.209465
2600551;PL;200;2026;54.47022
2600426;PL;179;2026;63.097046
2600425;PL;178;2026;64.56837
2600365;PL;166;2026;58.468925
2600415;PL;173;2026;54.741375
2600325;PL;145;2026;57.473976
2600593;PL;206;2026;58.05747
2600565;PL;205;2026;55.814816
2600293;PL;122;2026;59.88282
2600238;PL;112;2026;60.566067
2600895;PL;284;2026;66.13534
2600748;PL;255;2026;60.043907
2600635;PL;220;2026;58.489418
2600529;PL;196;2026;55.40622
2600317;PL;138;2026;51.95229
2600234;PL;108;2026;54.640114
2600745;PL;253;2026;62.631363
2600464;PL;190;2026;60.228233
2600463;PL;189;2026;60.569347
2601016;PL;311;2026;54.47303
2601015;PL;309;2026;57.76602
2601000;PL;302;2026;62.513245
2601006;PL;305;2026;63.17092
2600977;PL;294;2026;56.179386
2603206;PL;583;2026;49.75353
2600975;PL;293;2026;58.58313
2600901;PL;287;2026;58.608067
2600991;PL;298;2026;57.641495
2600831;PL;277;2026;57.9001
2600830;PL;276;2026;56.845753
2600790;PL;270;2026;52.745247
2600808;PL;273;2026;62.706448
2600777;PL;262;2026;55.152584
2600772;PLP;10;2026;59.977276
2600750;PL;256;2026;57.84601
2600891;PL;283;2026;56.605076
2600738;PL;246;2026;53.352592
2600737;PL;245;2026;56.78363
2600705;PL;239;2026;55.3747
2600733;PL;242;2026;59.010853
2600660;PL;230;2026;54.675114
2600651;PL;229;2026;58.128433
2600642;PL;223;2026;59.81277
2601791;PL;418;2026;53.886215
2600671;PL;234;2026;57.30454
2600623;PL;214;2026;69.10861
2600620;PL;213;2026;66.90353
2600606;PL;208;2026;59.73536
2600614;PL;211;2026;65.99686
2600481;PL;193;2026;60.896786
2600744;PL;252;2026;54.031788
2600448;PL;182;2026;58.6735
2600447;PL;181;2026;57.085335
2600340;PL;161;2026;54.39682
2600327;PL;158;2026;54.0744
2600303;PL;131;2026;59.3297
2600261;PL;115;2026;57.882046
2600316;PL;137;2026;53.706284
2600363;PL;164;2026;62.11964
2600460;PL;186;2026;60.70667
2600531;PL;197;2026;61.057438
2600561;PL;202;2026;58.043694
2600691;PL;237;2026;54.386486
2600627;PL;216;2026;62.315445
2600628;PL;217;2026;65.98042
2600648;PL;228;2026;58.935677
2600644;PL;225;2026;61.050003
2600664;PL;231;2026;66.48855
2601702;PL;405;2026;55.66212
2600665;PL;232;2026;59.984547
2600740;PL;248;2026;58.726345
2600741;PL;249;2026;56.529522
2600760;PL;260;2026;55.636852
2600751;PL;257;2026;60.394783
2600781;PL;263;2026;55.487083
2601211;PL;357;2026;58.10758
2600828;PL;275;2026;56.84575
2600885;PL;282;2026;59.322445
2600941;PL;291;2026;60.22339
2600984;PL;297;2026;58.4209
2601037;PL;317;2026;56.048977
2601043;PL;319;2026;58.772816
2601053;PL;320;2026;58.834614
2601144;PL;339;2026;63.69342
2601086;PL;330;2026;60.098816
2601111;PL;335;2026;59.529232
2601120;PL;336;2026;50.305046
2601160;PL;346;2026;57.932697
2601149;PL;343;2026;54.7301
2601181;PL;349;2026;52.416374
2601189;PL;350;2026;59.325863
2601492;PL;391;2026;61.06565
2601219;PL;361;2026;56.91362
2601250;PL;369;2026;49.40893
2601251;PL;371;2026;58.329304
2601283;PL;384;2026;64.087654
2601268;PL;380;2026;59.10189
2601286;PL;387;2026;59.978546
2601389;MPV;1336;2026;52.991737
2601715;PL;407;2026;60.286594
2601552;PL;396;2026;55.548466
2601691;PL;402;2026;57.548153
2601695;PL;403;2026;54.705418
2601746;PL;414;2026;71.21799
2601741;PL;411;2026;57.08061
2601768;PL;417;2026;51.207912
2600803;PL;271;2026;55.453777
2602947;PL;548;2026;48.34703
2601236;PL;366;2026;58.361935
2601239;PL;367;2026;57.391773
2601416;PL;389;2026;58.19626
2601267;PL;379;2026;59.003212
2601285;PL;386;2026;55.408836
2601554;PL;397;2026;56.30554
2601498;PL;394;2026;57.086624
2601684;PL;400;2026;51.555824
2601685;PL;401;2026;51.485085
2602405;PL;470;2026;51.315956
2601744;PL;412;2026;58.549786
2602950;PL;551;2026;48.894894
2601802;PLP;20;2026;56.265038
2601971;PL;431;2026;60.03685
2601936;PL;426;2026;57.708138
2602071;PL;434;2026;53.887535
2602072;PL;435;2026;59.06315
2602287;PL;453;2026;64.46829
2602177;PL;443;2026;58.312153
2602199;PL;449;2026;59.269363
2602201;PL;450;2026;59.763275
2602325;PL;460;2026;51.19028
2602306;PL;457;2026;58.862843
2602343;PL;463;2026;51.250885
2602370;PL;464;2026;53.503395
2602630;PL;501;2026;57.17854
2602461;PL;474;2026;57.192898
2602520;PL;480;2026;60.907345
2602531;PL;481;2026;59.21062
2602596;PL;492;2026;59.19442
2602593;PL;489;2026;66.160385
2602605;PL;495;2026;52.66211
2529914;PL;3165;2025;45.317757
2602622;PL;496;2026;62.734085
2602691;PL;513;2026;50.78262
2602657;PL;505;2026;58.722923
2602688;PL;510;2026;40.745754
2602697;PL;516;2026;59.43966
2602705;PL;517;2026;55.583954
2603727;PL;647;2026;39.8544
2600636;PL;221;2026;58.510365
2600629;PL;218;2026;59.566242
2600643;PL;224;2026;58.839798
2600980;PL;296;2026;54.173843
2600677;PL;236;2026;59.575497
2600735;PL;243;2026;54.80831
2600736;PL;244;2026;56.793213
2600753;PL;258;2026;60.178886
2600754;PL;259;2026;56.23008
2600838;PL;278;2026;57.64578
2600785;PL;267;2026;57.286995
2600813;PL;274;2026;62.883995
2600899;PL;286;2026;62.812485
2600923;PL;289;2026;60.295002
2600926;PL;290;2026;58.67318
2601102;PLP;15;2026;61.34739
2600993;PL;300;2026;56.1782
2601008;PL;306;2026;62.91666
2601014;PL;308;2026;59.81277
2601059;PL;323;2026;62.107624
2601063;PL;326;2026;56.7866
2601069;PL;327;2026;56.22778
2601147;PL;341;2026;63.9138
2601148;PL;342;2026;54.487778
2601198;PL;353;2026;56.17754
2601213;PL;358;2026;59.101192
2601261;PL;374;2026;59.43395
2601270;PL;381;2026;62.838043
2601415;PLP;19;2026;55.67531
2601551;PL;395;2026;52.782494
2601766;PL;416;2026;59.864967
2601828;PL;422;2026;57.497097
2601812;PL;419;2026;55.966877
2601902;PL;425;2026;65.99845
2602093;PL;438;2026;55.30063
2602190;PL;444;2026;63.03624
2602294;PL;454;2026;59.11845
2602212;PL;452;2026;55.0636
2602318;PL;458;2026;48.94523
2602511;PL;478;2026;55.87505
2602377;PL;467;2026;56.285507
